,Address
87,"Minimes, Languedoc-Roussillon Midi-Pyrénées, 31000  "
89,"Colmar, Alsace-Champagne-Ardenne-Lorraine, 68000  "
91,"Soissons, Nord-Pas-de-Calais Picardie, 2331  "
93,"Anizy, Bourgogne Franche-Comté, 2000  "
95,"Feurs, Auvergne-Rhône-Alpes, 42110  "
97,"Epinal, 88000  "
99,"Noisy Le Grand, Île-de-France, 93460  "
101,"Rennes, Bretagne, 35000  "
103,"Juniville, Alsace-Champagne-Ardenne-Lorraine, 8310 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->"
5,"Bouille Loretz, Aquitaine-Limousin-Poitou-Charentes, 79290  "
7,"Moncoutant, Aquitaine-Limousin-Poitou-Charentes, 79320  "
9,"Poitiers, Aquitaine-Limousin-Poitou-Charentes, 86000  "
11,"Saint Paul De Fenouillet, Languedoc-Roussillon Midi-Pyrénées, 66220  "
13,"Perpignan, Languedoc-Roussillon Midi-Pyrénées, 66000  "
15,"Nimes, Languedoc-Roussillon Midi-Pyrénées, 30900  "
17,"Reze, Pays de la Loire, 44400  "
19,"Saint Nazaire, Aquitaine-Limousin-Poitou-Charentes, 44 600  "
21,"Nanterre, Île-de-France, 92000  "
23,"Clermont D'Herault, 34 800  "
25,"Montpellier, Languedoc-Roussillon-Midi-Pyrénées, 34080  "
27,"Metz, Alsace-Champagne-Ardenne-Lorraine, 57000  "
29,"Saint Paul Le Froid, Languedoc-Roussillon-Midi-Pyrénées, 48600  "
31,"Tours, Centre-Val de Loire, 37000  "
33,"Les Amidonniers, Languedoc-Roussillon Midi-Pyrénées, France  "
35,"Colmar, Alsace-Champagne-Ardenne-Lorraine, 68000  "
37,"Le Grand Quevilly, Normandie, 76120  "
39,"Paris, Île-de-France, 75004  "
41,"Montpellier, Languedoc-Roussillon-Midi-Pyrénées, 34080  "
43,"Clermont L, Languedoc-Roussillon Midi-Pyrénées, 34800  "
45,"Olives, 13013  "
47,"Dijon, Bourgogne Franche-Comté, 21000  "
49,"Saint Paul, Auvergne-Rhône-Alpes, 33390  "
51,"Saint Paul Cap De Joux, 81220  "
53,"Aix En Provence, 13090  "
55,"Durance, 13100  "
57,"Hem, Nord-Pas-de-Calais Picardie, 59510  "
59,"Marcq en Baroeul, Nord-Pas-de-Calais Picardie, 59700  "
61,"Saint Pal En Chalencon, 43160  "
63,"Saint Paulien, Auvergne-Rhône-Alpes, 43350  "
65,"La Chaise Dieu, Auvergne-Rhône-Alpes, 43160  "
67,"Pradelles, Auvergne-Rhône-Alpes, 43250  "
69,"Coulaines, Pays de la Loire, 72190  "
71,"Laval, Pays de la Loire, 53000  "
73,"Mireuil, 17000  "
75,"Toulon, 83000  "
77,"Corbeil Essonnes, Île-de-France, 91100  "
79,"Massy, Île-de-France, 91300  "
81,"Bretigny Sur Orge, Île-de-France, 91220  "
83,"Jau Dignac Et Loirac, Aquitaine-Limousin-Poitou-Charentes, 33590  "
85,"La Croix Saint Leufroy, Normandie, 27490  "
87,"Le Neubourg, Normandie, 27110  "
89,"Dijon, Bourgogne Franche-Comté, 21000  "
91,"Montbard, Bourgogne Franche-Comté, 21500  "
93,"Tours, Centre-Val de Loire, 37000  "
95,"Auterive, Languedoc-Roussillon-Midi-Pyrénées, 31190  "
97,"Vitry sur Seine, Île-de-France, 94400  "
99,"L'Hay les Roses, 94240  "
101,"Bonneul, Centre-Val de Loire, 94380  "
103,"Agon Coutainville, Normandy, 50200 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->"
5,"Cournon d, Auvergne-Rhône-Alpes, 63800  "
7,"Grenoble, Auvergne-Rhône-Alpes, 38100  "
9,"Saint Etienne Saint Geoirs, Auvergne-Rhône-Alpes, 38590  "
11,"Villefontaine, Auvergne-Rhône-Alpes, 38090  "
13,"Brest, Brittany, 29200  "
15,"Saint Pol De Leon, Bretagne, 29250  "
17,"Narbonne, Languedoc-Roussillon Midi-Pyrénées, 11100  "
19,"Bonneval, Centre-Val de Loire, 28800  "
21,"Marcoing, Nord-Pas-de-Calais Picardie, 59159  "
23,"Bourges, Centre-Val de Loire, 18000  "
25,"Saint Paul, Normandie, 33390  "
27,"Audenge, Aquitaine-Limousin-Poitou-Charentes, 33980  "
29,"Frontenac, Aquitaine-Limousin-Poitou-Charentes, 33119  "
31,"Compiegne, Nord-Pas-de-Calais Picardie, 60200  "
33,"Mourenx, Aquitaine-Limousin-Poitou-Charentes, 64150  "
35,"Caen, Normandy, 14000  "
37,"Saint Paul Du Vernay, Normandy, 14490  "
39,"Cheval Blanc, 84460  "
41,"Chalon Sur Saone, Bourgogne-Franche-Comté, 71100  "
43,"Seiches Sur Le Loir, Pays de la Loire, 49140  "
45,"Bernaville, Nord-Pas-de-Calais-Picardie, 80370  "
47,"Saint Paul Cap De Joux, 81220  "
49,"Entressen, 13140  "
51,"Juniville, Alsace-Champagne-Ardenne-Lorraine, 8310  "
53,"Saint Martin De Seignanx, Aquitaine-Limousin-Poitou-Charentes, 40390  "
55,"Saint Paul Les Dax, Aquitaine-Limousin-Poitou-Charentes, 40990  "
57,"Castets, Aquitaine-Limousin-Poitou-Charentes, 40260  "
59,"Agen, Aquitaine-Limousin-Poitou-Charentes, 47000  "
61,"Marseille, 13013  "
63,"Valence, Auvergne-Rhône-Alpes, 26000  "
65,"Montbeliard, Bourgogne Franche-Comté, 25200  "
67,"Saint Christophe Du Lignero, Pays de la Loire, 85670  "
69,"Marcoing, Nord-Pas-de-Calais Picardie, 59159  "
71,"Saint Pol Sur Ternoise, Nord-Pas-de-Calais Picardie, 62130  "
73,"Le Grand Quevilly, Normandie, 76120  "
75,"Clermont Ferrand, Auvergne-Rhône-Alpes, 63100  "
77,"cournon D, Auvergne-Rhône-Alpes, 63800  "
79,"Jau Dignac El Loirac, Aquitaine-Limousin-Poitou-Charentes, 33590  "
81,"Carbon Blanc, Aquitaine-Limousin-Poitou-Charentes, 33560  "
83,"Le Vesinet, 78110  "
85,"Saint Pavace, Pays de la Loire, 72190  "
87,"Le Mans, Pays de la Loire, 72000  "
89,"Neuil, Normandie, 37190  "
91,"Lanet, Auvergne-Rhône-Alpes, France  "
93,"Saint Peray, Auvergne-Rhône-Alpes, 7130  "
95,"Vaux Sur Seine, 78740  "
97,"Plaisir, Île-de-France, 78370  "
99,"Orgerus, Île-de-France, 78910  "
101,"Montfort L'Amaury, 78490  "
103,"Garancieres, Île-de-France, 78890 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->"
5,"Melrand, Bretagne, 56310  "
7,"Guiscriff, Bretagne, 56560  "
9,"La Trinite Langonnet, Bretagne, 56470  "
11,"Baud, Brittany, 56150  "
13,"Ploemeur, Bretagne, 56270  "
15,"Lochrist, Bretagne, 56650  "
17,"Languidic, Bretagne, 56440  "
19,"Branderion, Brittany, 56700  "
21,"Bubry, Brittany, 56310  "
23,"Vannes, Bretagne, 56000  "
25,"Bourg les Valence, Auvergne-Rhône-Alpes, 26500  "
27,"Barbieres, Auvergne-Rhône-Alpes, 26300  "
29,"Tournon Saint Martin, 36220  "
31,"Preuilly Sur Claise, Centre-Val de Loire, 37290  "
33,"Bourgueil, Centre-Val de Loire, 37140  "
35,"Neuille Pont Pierre, Centre-Val de Loire, 37360  "
37,"Saint Pierre Des Corps, Centre-Val de Loire, 37700  "
39,"Toulouse, Languedoc-Roussillon Midi-Pyrénées, 31300  "
41,"Guillon, Bourgogne Franche-Comté, France  "
43,"Toucy, Bourgogne Franche-Comté, France  "
45,"Saint Germain Du Corbeis, 61000  "
47,"Mirecourt, Alsace-Champagne-Ardenne-Lorraine, 88500  "
49,"Chantraine, Alsace-Champagne-Ardenne-Lorraine, 88000  "
51,"Bondy, Île-de-France, 93140  "
53,"Aulnay S/Bois, 93600  "
55,"Ile Saint Denis, Île-de-France, 93450  "
57,"Chaussin, 39120  "
59,"Plerin, Bretagne, 22190  "
61,"Plouha, Brittany, 22580  "
63,"Evran, Bretagne, 22620  "
65,"Mur De Bretagne, Bretagne, 22530  "
67,"Quessoy, Bretagne, 22120  "
69,"Pleslin Trigavou, Brittany, 22490  "
71,"Plelan Le Petit, Bretagne, 22980  "
73,"Broons, Brittany, 22250  "
75,"Pordic, Bretagne, 22590  "
77,"Mael Carhaix, Brittany, 22340  "
79,"Corlay, Bretagne, 22350  "
81,"Tredarzec, Brittany, 22220  "
83,"Le Petit Quevilly, Normandie, 76140  "
85,"Yvetot, Normandie, 76000  "
87,"Neuville Les Dieppe, Normandie, 76370  "
89,"Bacqueville En Caux, Normandy, 76730  "
91,"Millau, Languedoc-Roussillon Midi-Pyrénées, 12100  "
93,"Requista, Languedoc-Roussillon-Midi-Pyrénées, 12170  "
95,"Bedee, Brittany, 35137  "
97,"Chateaubourg, Bretagne, 35220  "
99,"Retiers, Bretagne, 35240  "
101,"Rennes, Brittany, 35000  "
103,"Tinqueux, Alsace-Champagne-Ardenne-Lorraine, 51430 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->"
5,"Osny, Île-de-France, 95520  "
7,"Chauvigny, Aquitaine-Limousin-Poitou-Charentes, 86300  "
9,"Chatellerault, Aquitaine-Limousin-Poitou-Charentes, 86100  "
11,"Bonneuil Matours, Aquitaine-Limousin-Poitou-Charentes, 86210  "
13,"Saint Savin, Aquitaine-Limousin-Poitou-Charentes, 86310  "
15,"Secondigny, Aquitaine-Limousin-Poitou-Charentes, 79130  "
17,"Loudun, Aquitaine-Limousin-Poitou-Charentes, 86200  "
19,"Chauvigny, Aquitaine-Limousin-Poitou-Charentes, 86300  "
21,"Civray, Centre-Val de Loire, 86400  "
23,"Mauleon, 79700  "
25,"La Roche Posay, Aquitaine-Limousin-Poitou-Charentes, 86270  "
27,"Mauze Sur Le Mignon, Aquitaine-Limousin-Poitou-Charentes, 79210  "
29,"Bouille Loretz, Aquitaine-Limousin-Poitou-Charentes, 79290  "
31,"Poitiers, Aquitaine-Limousin-Poitou-Charentes, 86000  "
33,"Montignac Sur Vezere, 24290  "
35,"Verteillac, Aquitaine-Limousin-Poitou-Charentes, 24320  "
37,"Brantome, Aquitaine-Limousin-Poitou-Charentes, 24310  "
39,"Chilleurs Aux Bois, Centre-Val de Loire, 45170  "
41,"Chatillon Cololigny, 45230  "
43,"Orleans, Centre-Val de Loire, 45000  "
45,"N, Pays de la Loire, 30017  "
47,"Blausasc, 6440  "
49,"Nevers, Bourgogne-Franche-Comté, 58000  "
51,"Saint Pierre Le Moutier, Pays de la Loire, 58240  "
53,"Reze, Pays de la Loire, 44400  "
55,"Bouaye, Pays de la Loire, 44 830  "
57,"Carquefou, Pays de la Loire, 44 470  "
59,"Ligne, 44 850  "
61,"Nantes, Pays de la Loire, 44 000  "
63,"Boulogne Billancourt, Île-de-France, 92100  "
65,"Pexonne, Alsace-Champagne-Ardenne-Lorraine, 54 540  "
67,"Montpellier, Languedoc-Roussillon Midi-Pyrénées, 34000  "
69,"Moulins Les Metz, Alsace-Champagne-Ardenne-Lorraine, 57160  "
71,"Saint Pierre Des Tripiers, Languedoc-Roussillon-Midi-Pyrénées, 48150  "
73,"Le Malzieu, Auvergne-Rhône-Alpes, 48140  "
75,"Saint Pierre De Nogaret, Languedoc-Roussillon Midi-Pyrénées, 48500  "
77,"Samoreau, Île-de-France, 77000  "
79,"Bois le Roi, Île-de-France, 77000  "
81,"Avon, Île-de-France, 77000  "
83,"Aubagne, 13400  "
85,"Marseille, 13005  "
87,"Chantonnay, Pays de la Loire, 85111  "
89,"Mouilleron En Pareds, Pays de la Loire, 85390  "
91,"Rocheserviere, Pays de la Loire, 85620  "
93,"Le Poire Sur Vie, 85170  "
95,"Maillezais, 85420  "
97,"Les Sables d'Olonne, 85100  "
99,"buxeuil (Vienne), Aquitaine-Limousin-Poitou-Charentes, 37160  "
101,"Descartes, Centre-Val de Loire, 37160  "
103,"Chedigny, Centre-Val de Loire, 37310 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->"
5,"Rivarennes, Centre-Val de Loire, 37190  "
7,"Par, 37220  "
9,"brizay, Centre-Val de Loire, 37220  "
11,"perrusson, 37000  "
13,"beaulieu, Languedoc-Roussillon-Midi-Pyrénées, 37000  "
15,"druye, Centre-Val de Loire, 37190  "
17,"Chouze Sur Loire, Centre-Val de Loire, 37500  "
19,"Cerelles, Centre-Val de Loire, 37130  "
21,"Neuille Pont Pierre, Centre-Val de Loire, 37130  "
23,"Sorigny, Centre-Val de Loire, 37250  "
25,"Saint Pierre Des Corps, Centre-Val de Loire, 37700  "
27,"chaveignes, Aquitaine-Limousin-Poitou-Charentes, 37220  "
29,"Neuille Le Lierre, Centre-Val de Loire, 37110  "
31,"Chezelles, Centre-Val de Loire, 37220  "
33,"Aspach Le Bas, Alsace-Champagne-Ardenne-Lorraine, 68700  "
35,"Auxerre, Bourgogne-Franche-Comté, 89000  "
37,"Neuville L, Nord-Pas-de-Calais Picardie, 76370  "
39,"Longueville Sur Scie, Normandie, 76590  "
41,"Yvetot, Normandie, 76190  "
43,"Caudebec L, 76320  "
45,"Poussan, Languedoc-Roussillon Midi-Pyrénées, 34 770  "
47,"Aubagne, 13400  "
49,"Decines Charpieu, Auvergne-Rhône-Alpes, 69150  "
51,"Dijon, Bourgogne Franche-Comté, 21000  "
53,"Pont Du Chateau, Auvergne-Rhône-Alpes, 63430  "
55,"Saint Pierre D'Albigny, 73250  "
57,"Fourmies, Nord-Pas-de-Calais-Picardie, 59610  "
59,"Avensan, Aquitaine-Limousin-Poitou-Charentes, 33480  "
61,"Gaillan, Aquitaine-Limousin-Poitou-Charentes, 33340  "
63,"Civrac En Medoc, Aquitaine-Limousin-Poitou-Charentes, 33340  "
65,"Blaignan, Aquitaine-Limousin-Poitou-Charentes, 33340  "
67,"Vensac, Aquitaine-Limousin-Poitou-Charentes, 33590  "
69,"Teuillac, Aquitaine-Limousin-Poitou-Charentes, 33710  "
71,"Prignac Et Marcamps, Aquitaine-Limousin-Poitou-Charentes, 33710  "
73,"Prignac Et Marcamps, Aquitaine-Limousin-Poitou-Charentes, 33710  "
75,"Lansac, Aquitaine-Limousin-Poitou-Charentes, 33710  "
77,"Gauriac, Aquitaine-Limousin-Poitou-Charentes, 33710  "
79,"Cezac, Aquitaine-Limousin-Poitou-Charentes, 33620  "
81,"Eyrans, Aquitaine-Limousin-Poitou-Charentes, 33390  "
83,"Plassac, Aquitaine-Limousin-Poitou-Charentes, 33390  "
85,"Cars, Aquitaine-Limousin-Poitou-Charentes, 33390  "
87,"Mazamet, Languedoc-Roussillon Midi-Pyrénées, 81200  "
89,"Alleins, 13980  "
91,"Barbentane, 13570  "
93,"Arles, 13200  "
95,"Apremont, Pays de la Loire, 85220  "
97,"Falleron, Pays de la Loire, 85670  "
99,"Saint Mathieu, Aquitaine-Limousin-Poitou-Charentes, 87440  "
101,"Merckeghem, Nord-Pas-de-Calais Picardie, 59470  "
103,"Lile, Nord-Pas-de-Calais Picardie, France View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->"
5,"Sailly, Nord-Pas-de-Calais Picardie, France  "
7,"Champagnac Le Vieux, Auvergne-Rhône-Alpes, 43250  "
9,"Saint Pal En Chalencon, 43160  "
11,"Saint Julien Chapteuil, 43250  "
13,"Saint Pierre De Cheville, Pays de la Loire, 72500  "
15,"Solesmes, Pays de la Loire, 72300  "
17,"Gonneville la Mallet, Normandy, 76280  "
19,"Meslay du Maine, Pays de la Loire, 53170  "
21,"Change, Pays de la Loire, 53810  "
23,"Laval, Pays de la Loire, 53000  "
25,"Laleu, 17000  "
27,"Saint Michel De Chaillol, 5260  "
29,"Hyeres Les Palmiers, 83400  "
31,"Bauduen, 83630  "
33,"Aiguines, 83630  "
35,"Toulon, 83200  "
37,"Vigneux Sur Seine, Île-de-France, 91270  "
39,"Igny, 91430  "
41,"Saint Pierre Du Perray, Île-de-France, 91280  "
43,"Mereville, Île-de-France, 91660  "
45,"Mennecy, Île-de-France, 91540  "
47,"Limours En Hurepoix, Île-de-France, 91470  "
49,"Gironville Sur Essonne, Île-de-France, 91720  "
51,"Cerny, Île-de-France, 91760  "
53,"Brunoy, Île-de-France, France  "
55,"Bretigny Sur Orge, Île-de-France, France  "
57,"Egly, Île-de-France, 91520  "
59,"D'Huison Longueville, 91590  "
61,"Breuillet, Île-de-France, 91650  "
63,"Bouray Sur Juine, Île-de-France, 91850  "
65,"Boissy Le Cutte, Île-de-France, 91590  "
67,"Mereville, Alsace-Champagne-Ardenne-Lorraine, 91670  "
69,"Tourville sur Pont Audeme, Normandy, 27500  "
71,"Dijon, Bourgogne Franche-Comté, 21000  "
73,"Pouilly En Auxois, Bourgogne Franche-Comté, 21320  "
75,"Longvic, Bourgogne Franche-Comté, 21600  "
77,"Ubaye Et Blanche, 4530  "
79,"Bleone,   "
81,"Sisteron,   "
83,"Lure, 4230  "
85,"Bleone, 4270  "
87,"Largue, 4110  "
89,"Sisteron, 4200  "
91,"Buis Les Baronnies, Auvergne-Rhône-Alpes, 4200  "
93,"Lure, Bourgogne-Franche-Comté, 4150  "
95,"Riez, 4500  "
97,"Gap, 5110  "
99,"Riez,   "
101,"Chateau Arnoux, 4160  "
103,"Seyne Les Alpes, 4340 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->"
5,"Bleone, Île-de-France, 4270  "
7,"Ubaye, 4400  "
9,"Bleone,   "
11,"Volonne, 4290  "
13,"Lure, Bourgogne-Franche-Comté, 4150  "
15,"Sisteron,   "
17,"Vaire Et Var, 4320  "
19,"Lure, Bourgogne-Franche-Comté, 4150  "
21,"Seyne Les Alpes,   "
23,"Bleone,   "
25,"Nice, 6260  "
27,"Largue, 4870  "
29,"Manosque,   "
31,"Riez, 4500  "
33,"Verdon,   "
35,"Bleone,   "
37,"Riez,   "
39,"Verdon, 4170  "
41,"Verdon,   "
43,"Chennevieres sur Marne, Île-de-France, 94430  "
45,"Charenton le Pont, Île-de-France, 94220  "
47,"Creteil, Île-de-France, 94000  "
49,"Chantraine, Alsace-Champagne-Ardenne-Lorraine, 88000  "
51,"Mirecourt, Alsace-Champagne-Ardenne-Lorraine, 88500  "
53,"Brest, Brittany, 29200  "
55,"Brest, Brittany, 29200  "
57,"Saint Mathieu, Aquitaine-Limousin-Poitou-Charentes, 87440  "
59,"Grenoble, Auvergne-Rhône-Alpes, 38100  "
61,"Viriville, Auvergne-Rhône-Alpes, 38980  "
63,"Morestel, Auvergne-Rhône-Alpes, 38510  "
65,"Countances, Normandy, 50200  "
67,"Hambye, Normandie, 50450  "
69,"Pont Du Chateau, Auvergne-Rhône-Alpes, 63430  "
71,"La Mure, Auvergne-Rhône-Alpes, 38350  "
73,"Maintenon, Centre-Val de Loire, 28130  "
75,"Dreux, Centre-Val de Loire, 28100  "
77,"Arzillieres Neuville, Alsace-Champagne-Ardenne-Lorraine, 51290  "
79,"Bavay, Nord-Pas-de-Calais-Picardie, 59570  "
81,"Gourdon, 46300  "
83,"Bourges, Centre-Val de Loire, 18000  "
85,"Cars, Aquitaine-Limousin-Poitou-Charentes, 33390  "
87,"Avensan, Aquitaine-Limousin-Poitou-Charentes, 33480  "
89,"Vertheuil, Île-de-France, 33250  "
91,"Gaillan, 33340  "
93,"Civrac En Medoc, Aquitaine-Limousin-Poitou-Charentes, 33340  "
95,"Blaignan, Aquitaine-Limousin-Poitou-Charentes, 33340  "
97,"Vensac, Aquitaine-Limousin-Poitou-Charentes, 33590  "
99,"Lege, 33950  "
101,"Salignac, Aquitaine-Limousin-Poitou-Charentes, 33240  "
103,"Cezac, Aquitaine-Limousin-Poitou-Charentes, 33620 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->"
5,"Eyrans, Aquitaine-Limousin-Poitou-Charentes, 33390  "
7,"Plassac, Aquitaine-Limousin-Poitou-Charentes, 33390  "
9,"Saucats, Aquitaine-Limousin-Poitou-Charentes, 33650  "
11,"Cadaujac, Aquitaine-Limousin-Poitou-Charentes, 33140  "
13,"Gradignan, Aquitaine-Limousin-Poitou-Charentes, 33170  "
15,"Begles, Aquitaine-Limousin-Poitou-Charentes, 33130  "
17,"La Sauve, Aquitaine-Limousin-Poitou-Charentes, 33670  "
19,"Quinsac, Aquitaine-Limousin-Poitou-Charentes, 33360  "
21,"Bordeaux, Aquitaine-Limousin-Poitou-Charentes, 33800  "
23,"Bruges, Aquitaine-Limousin-Poitou-Charentes, 35320  "
25,"Martres, Languedoc-Roussillon Midi-Pyrénées, 33119  "
27,"Cleyrac, Aquitaine-Limousin-Poitou-Charentes, 33540  "
29,"Loupiac, Aquitaine-Limousin-Poitou-Charentes, 33410  "
31,"Saint Pierre De Bat, Aquitaine-Limousin-Poitou-Charentes, 33760  "
33,"Baigneaux, Aquitaine-Limousin-Poitou-Charentes, 33760  "
35,"Riocaud, Aquitaine-Limousin-Poitou-Charentes, 33220  "
37,"Sauternes, Aquitaine-Limousin-Poitou-Charentes, 33210  "
39,"Pujols Sur Ciron, Aquitaine-Limousin-Poitou-Charentes, 33210  "
41,"Brouqueyran, Aquitaine-Limousin-Poitou-Charentes, 33124  "
43,"Mesterrieux, Aquitaine-Limousin-Poitou-Charentes, 33540  "
45,"Dieulivol, Aquitaine-Limousin-Poitou-Charentes, 33580  "
47,"Hosteins, 33125  "
49,"Castillon De Castets, Aquitaine-Limousin-Poitou-Charentes, 33210  "
51,"Casseuil, Aquitaine-Limousin-Poitou-Charentes, 33190  "
53,"Camiran, Aquitaine-Limousin-Poitou-Charentes, 33190  "
55,"Bassane, Aquitaine-Limousin-Poitou-Charentes, 33190  "
57,"La Reole, Aquitaine-Limousin-Poitou-Charentes, 33190  "
59,"Saint Pierre D'Aurilac, 33490  "
61,"Saint Pierre De Mons, 33760  "
63,"Saint Loubes, Aquitaine-Limousin-Poitou-Charentes, 33450  "
65,"Bassens, Aquitaine-Limousin-Poitou-Charentes, 33530  "
67,"Ambares, Aquitaine-Limousin-Poitou-Charentes, 33440  "
69,"Parempuyre, Aquitaine-Limousin-Poitou-Charentes, 33290  "
71,"Sigalens, Aquitaine-Limousin-Poitou-Charentes, 33690  "
73,"Marions, Aquitaine-Limousin-Poitou-Charentes, 33690  "
75,"Giscos, Aquitaine-Limousin-Poitou-Charentes, 33840  "
77,"Gans, Aquitaine-Limousin-Poitou-Charentes, 33430  "
79,"Aubiac, Aquitaine-Limousin-Poitou-Charentes, 33430  "
81,"Prechac, Languedoc-Roussillon Midi-Pyrénées, 33730  "
83,"Les Leves, Aquitaine-Limousin-Poitou-Charentes, 33220  "
85,"Eynesse, Aquitaine-Limousin-Poitou-Charentes, 33220  "
87,"Caplong, Aquitaine-Limousin-Poitou-Charentes, 33220  "
89,"Tresses, Aquitaine-Limousin-Poitou-Charentes, 33370  "
91,"Lussac, Aquitaine-Limousin-Poitou-Charentes, 33570  "
93,"Puisseguin, Aquitaine-Limousin-Poitou-Charentes, 33570  "
95,"Porcheres, Aquitaine-Limousin-Poitou-Charentes, 33660  "
97,"Petit Palaise Et Cornemps, 33570  "
99,"Gours, Aquitaine-Limousin-Poitou-Charentes, 33660  "
101,"Camps, Aquitaine-Limousin-Poitou-Charentes, 33660  "
103,"Villegouge, Aquitaine-Limousin-Poitou-Charentes, 33141 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->"
5,"Perissac, Aquitaine-Limousin-Poitou-Charentes, 33240  "
7,"Les Eglisottes, Aquitaine-Limousin-Poitou-Charentes, 33230  "
9,"Abzac, Aquitaine-Limousin-Poitou-Charentes, 33230  "
11,"Tizac De Lapouyade, Aquitaine-Limousin-Poitou-Charentes, 33620  "
13,"Lagorce, Aquitaine-Limousin-Poitou-Charentes, 33230  "
15,"Les Salles, Auvergne-Rhône-Alpes, 33350  "
17,"Tourtirac, Aquitaine-Limousin-Poitou-Charentes, 33350  "
19,"Cazaugitat, Aquitaine-Limousin-Poitou-Charentes, 33790  "
21,"Auriolle, Aquitaine-Limousin-Poitou-Charentes, 33790  "
23,"Naujan Et Postiac, Aquitaine-Limousin-Poitou-Charentes, 33420  "
25,"Rauzan, Aquitaine-Limousin-Poitou-Charentes, 33420  "
27,"Salles, Aquitaine-Limousin-Poitou-Charentes, 33770  "
29,"Cazaux, Languedoc-Roussillon-Midi-Pyrénées, 33260  "
31,"Blois, Centre-Val de Loire, 41000  "
33,"Saint Genis Pouilly, Auvergne-Rhône-Alpes, 1630  "
35,"Gex, Auvergne-Rhône-Alpes, 1170  "
37,"Viriat, Auvergne-Rhône-Alpes, 1440  "
39,"Bethisy Saint Pierre, Nord-Pas-de-Calais-Picardie, 60320  "
41,"Troissereux, Nord-Pas-de-Calais Picardie, 60112  "
43,"Beauvais, Nord-Pas-de-Calais-Picardie, 60000  "
45,"Pau, Aquitaine-Limousin-Poitou-Charentes, 64000  "
47,"Idron, Aquitaine-Limousin-Poitou-Charentes, 64320  "
49,"Irube, Aquitaine-Limousin-Poitou-Charentes, 64100  "
51,"Banca, Aquitaine-Limousin-Poitou-Charentes, 64430  "
53,"Ger, Aquitaine-Limousin-Poitou-Charentes, 64530  "
55,"Laruns, Aquitaine-Limousin-Poitou-Charentes, 64440  "
57,"Ayherre, Aquitaine-Limousin-Poitou-Charentes, 64240  "
59,"Arette, Aquitaine-Limousin-Poitou-Charentes, 64570  "
61,"Artix, Aquitaine-Limousin-Poitou-Charentes, 34170  "
63,"Orthez, Aquitaine-Limousin-Poitou-Charentes, 64300  "
65,"Theze, Aquitaine-Limousin-Poitou-Charentes, 64450  "
67,"Alcay, Aquitaine-Limousin-Poitou-Charentes, 64470  "
69,"Arzacq, Aquitaine-Limousin-Poitou-Charentes, 64410  "
71,"Caen, Normandy, 14000  "
73,"Lion sur Mer, Normandy, 14780  "
75,"Hermanville Sur Mer, Normandy, 14880  "
77,"Clecy, Normandy, 14570  "
79,"Dampierre, Normandy, 14350  "
81,"Thaon, Normandy, 14610  "
83,"Tilly sur Seulles, Normandy, 14250  "
85,"Sommervieu, Normandy, 14400  "
87,"Arromanches les Bains, Normandy, 14117  "
89,"Bayeux, Normandy, 14400  "
91,"Pretreville, Normandy, 14140  "
93,"Lisieux, Normandie, 14100  "
95,"Avignon, 84000  "
97,"Louhans, Bourgogne Franche-Comté, 71500  "
99,"Etang Sur Arroux, Bourgogne Franche-Comté, 71190  "
101,"Jegun, Languedoc-Roussillon Midi-Pyrénées, 32360  "
103,"Condom, Languedoc-Roussillon Midi-Pyrénées, 32100 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->"
5,"Equihen Plage, 62224  "
7,"Arques, Nord-Pas-de-Calais-Picardie, 62510  "
9,"Bucquoy, Nord-Pas-de-Calais-Picardie, 62116  "
11,"Aire Sur La Lys, Nord-Pas-de-Calais-Picardie, 62120  "
13,"Montreuil sur Mer, Nord-Pas-de-Calais Picardie, 62170  "
15,"Pernes en Artois, 62550  "
17,"Boulogne Sur Mer, Nord-Pas-de-Calais-Picardie, 62200  "
19,"Chateauneuf Sur Charente, Aquitaine-Limousin-Poitou-Charentes, 16120  "
21,"Segonzac, Aquitaine-Limousin-Poitou-Charentes, 16130  "
23,"Rouillac, 16170  "
